Tname tGapStart tGapSize Samples
OsjChr3 16315971 421 YB2;
OsjChr3 16320511 21 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr3 16321195 23 YB4;
OsjChr3 16321271 152 YB5;
OsjChr3 16322556 269 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 16322649 10 YB1;
OsjChr3 16333913 124 YB4;
OsjChr3 16333914 123 YB2;YB5;
OsjChr3 16355699 284 YB6;
OsjChr3 16371376 49 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 16371441 8 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 16378574 309 YB5;
OsjChr3 16384546 30 YB1;YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr3 16385488 7 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr3 16395799 13 YB2;YB4;YB5;YB6;YB8;
OsjChr3 16401836 4788 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 16421090 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 16421100 12 YB8;
OsjChr3 16443443 7 YB2;YB3;YB5;YB6;YB7;YB8;
OsjChr3 16444556 11 YB1;
OsjChr3 16444760 8 YB1;
OsjChr3 16444783 30 YB1;YB4;
OsjChr3 16526667 10 YB1;
OsjChr3 16556549 292 YB8;
OsjChr3 16565817 68 YB2;
OsjChr3 16610895 50 YB5;
OsjChr3 16635463 430 YB5;
OsjChr3 16651087 309 YB8;
OsjChr3 16699407 7 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1670280 49 YB6;
OsjChr3 16707749 21 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 16714451 18 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 16714474 67 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 16715111 171 YB8;
OsjChr3 1671517 326 YB4;
OsjChr3 16716156 449 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1672930 58 YB8;
OsjChr3 16747972 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 16757321 187 YB8;
OsjChr3 16767808 226 YB3;
OsjChr3 16770340 258 YB4;
OsjChr3 16770632 118 YB4;
OsjChr3 16784665 100 YB8;
OsjChr3 16805440 381 YB7;
OsjChr3 16864218 120 YB5;
OsjChr3 16900673 89 YB5;
OsjChr3 16902039 179 YB1;
OsjChr3 16917033 8 YB7;
OsjChr3 16924828 395 YB5;
OsjChr3 16958464 70 YB6;
OsjChr3 16973477 284 YB2;YB4;
OsjChr3 17004975 148 YB5;
OsjChr3 17012688 22 YB7;
OsjChr3 17048330 80 YB5;
OsjChr3 1706628 349 YB6;
OsjChr3 1706788 189 YB7;
OsjChr3 17106211 17 YB5;YB7;
OsjChr3 17206269 18 YB8;
OsjChr3 17215574 9 YB2;
OsjChr3 17255435 148 YB8;
OsjChr3 17336534 412 YB6;
OsjChr3 17375411 123 YB6;
OsjChr3 17375593 27 YB6;
OsjChr3 17393892 224 YB8;
OsjChr3 17459803 5 YB5;
OsjChr3 17468461 386 YB4;
OsjChr3 17478922 407 YB8;
OsjChr3 17523744 36 YB6;
OsjChr3 17537779 11 YB2;
OsjChr3 17555842 63 YB7;
OsjChr3 17574791 6 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 17575717 433 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 17583148 4551 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr3 17584054 54 YB3;
OsjChr3 17610682 383 YB8;
OsjChr3 17615638 88 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 17635483 199 YB6;YB8;
OsjChr3 17635699 6 YB6;YB8;
OsjChr3 17644673 22 YB1;
OsjChr3 17644703 5 YB1;
OsjChr3 17653354 6 YB4;
OsjChr3 17655776 40 YB4;
OsjChr3 17675915 146 YB3;
OsjChr3 17689534 449 YB8;
OsjChr3 17689544 9 YB7;
OsjChr3 17690645 304 YB8;
OsjChr3 17714258 453 YB5;
OsjChr3 17714903 9 YB5;
OsjChr3 17714944 15 YB5;
OsjChr3 17718885 126 YB8;
OsjChr3 17722951 52 YB2;
OsjChr3 17770752 34 YB3;YB4;YB8;
OsjChr3 17773191 152 YB6;
OsjChr3 17806537 111 YB3;
OsjChr3 17815483 9 YB2;YB3;YB4;YB4;YB5;YB6;YB7;YB8;
OsjChr3 17878462 18 YB6;
OsjChr3 1788799 356 YB4;
OsjChr3 1788905 119 YB3;
OsjChr3 17920543 61 YB8;
OsjChr3 17954637 86 YB3;
OsjChr3 18042407 303 YB1;
OsjChr3 18045402 95 YB7;
OsjChr3 18056799 49 YB5;
OsjChr3 18062346 276 YB4;
OsjChr3 18083691 704 YB5;
OsjChr3 18085904 12 YB7;
OsjChr3 18115080 34 YB4;
OsjChr3 18159724 10 YB7;
OsjChr3 18172345 3215 YB2;YB4;YB5;
OsjChr3 18197268 52 YB2;
OsjChr3 18199514 43 YB7;
OsjChr3 18200876 28 YB2;YB6;
OsjChr3 1827327 90 YB4;
OsjChr3 18310301 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 18329126 29 YB3;
OsjChr3 18334421 81 YB6;
OsjChr3 18337690 8 YB8;
OsjChr3 18368020 292 YB8;
OsjChr3 18375340 16 YB5;YB7;YB8;
OsjChr3 18375356 32 YB4;
OsjChr3 18375376 12 YB5;
OsjChr3 18375376 14 YB6;
OsjChr3 1837686 259 YB7;
OsjChr3 1837938 9 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 1843883 38 YB4;
OsjChr3 18443027 44 YB6;
OsjChr3 18480913 9 YB3;YB6;
OsjChr3 18531419 87 YB7;
OsjChr3 18569756 19 YB1;
OsjChr3 18592727 30 YB3;
OsjChr3 18593709 8 YB1;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 18594281 47 YB1;YB3;YB4;YB6;
OsjChr3 18600776 431 YB5;
OsjChr3 18608707 16 YB3;YB6;
OsjChr3 18608707 8 YB8;
OsjChr3 18609163 6 YB4;
OsjChr3 18624917 427 YB8;
OsjChr3 18636003 284 YB8;
OsjChr3 1866449 17 YB2;
OsjChr3 18676585 22 YB1;YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr3 18696166 161 YB5;
OsjChr3 18711973 59 YB6;
OsjChr3 18750821 203 YB7;
OsjChr3 18772780 210 YB2;
OsjChr3 18792315 9 YB5;
OsjChr3 1891947 60 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 18920884 22 YB1;
OsjChr3 18925427 389 YB7;
OsjChr3 18930 6 YB7;
OsjChr3 18940363 5 YB6;
OsjChr3 18948587 16 YB7;
OsjChr3 1900316 701 YB1;
OsjChr3 19023613 78 YB8;
OsjChr3 19035742 27 YB6;
OsjChr3 1908122 7 YB2;YB3;YB6;
OsjChr3 19083763 429 YB3;
OsjChr3 1908781 67 YB6;
OsjChr3 19097289 11 YB2;YB3;YB5;YB8;
OsjChr3 19097545 124 YB4;
OsjChr3 19109967 41 YB1;
OsjChr3 19118407 40 YB8;
OsjChr3 19175923 78 YB4;
OsjChr3 19183004 44 YB3;
OsjChr3 19186102 178 YB8;
OsjChr3 19243925 358 YB4;
OsjChr3 193048 7 YB1;
OsjChr3 19354518 51 YB7;
OsjChr3 19406974 12 YB2;
OsjChr3 19424204 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 19463965 37 YB4;
OsjChr3 19466504 7 YB6;YB8;
OsjChr3 19488385 257 YB3;
OsjChr3 1950586 25 YB5;
OsjChr3 195086 70 YB6;
OsjChr3 1951334 6 YB2;
OsjChr3 19514743 192 YB6;
OsjChr3 19526923 56 YB5;
OsjChr3 19549601 1704 YB6;
OsjChr3 19605034 10 YB6;
OsjChr3 19610209 28 YB3;YB5;YB6;YB7;
OsjChr3 19619568 305 YB3;
OsjChr3 19679130 67 YB3;
OsjChr3 19695197 36 YB1;YB3;YB4;YB5;YB6;
OsjChr3 1973898 22 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr3 19788277 9 YB6;
OsjChr3 19824508 196 YB2;
OsjChr3 19824793 429 YB8;
OsjChr3 19874053 44 YB2;YB5;
OsjChr3 19874357 60 YB1;YB2;
OsjChr3 20006013 347 YB8;
OsjChr3 20009273 12 YB2;
OsjChr3 20015556 247 YB8;
OsjChr3 20050399 6 YB8;
OsjChr3 20056440 35 YB8;
OsjChr3 20064543 13 YB2;
OsjChr3 20078078 19 YB6;
OsjChr3 20078106 6 YB6;
OsjChr3 20147883 101 YB7;
OsjChr3 20209937 163 YB3;
OsjChr3 20228867 5 YB2;YB3;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 20279567 10 YB1;
OsjChr3 20279823 176 YB4;
OsjChr3 20285376 13 YB7;
OsjChr3 20307406 7 YB7;
OsjChr3 2034772 92 YB6;
OsjChr3 20379577 115 YB2;
OsjChr3 20391615 289 YB4;
OsjChr3 20408998 245 YB3;
OsjChr3 20411426 14 YB3;
OsjChr3 20425891 27 YB2;
OsjChr3 20425941 14 YB1;YB3;YB4;YB7;
OsjChr3 20431443 12 YB2;
OsjChr3 20431447 9 YB5;
OsjChr3 20439503 6 YB4;YB5;YB6;
OsjChr3 20442209 30 YB1;
OsjChr3 20448706 126 YB2;
OsjChr3 20487731 6 YB3;YB5;
OsjChr3 20527626 395 YB4;
OsjChr3 20537267 294 YB5;
OsjChr3 20563397 10 YB7;
OsjChr3 20583936 121 YB1;
OsjChr3 20616474 74 YB4;
OsjChr3 20671719 11 YB1;
OsjChr3 20681420 15 YB2;
OsjChr3 20693214 5 YB6;
OsjChr3 20693215 5 YB2;YB3;YB3;YB5;YB7;YB7;YB8;
OsjChr3 20705208 121 YB5;
OsjChr3 20707897 58 YB7;
OsjChr3 20715043 16 YB2;
OsjChr3 20752538 21 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 20771661 72 YB1;
OsjChr3 20868819 6 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 20925347 160 YB6;
OsjChr3 20937675 264 YB7;
OsjChr3 20937949 96 YB7;
OsjChr3 20972315 100 YB8;
OsjChr3 20987395 6 YB3;YB5;YB6;YB7;
OsjChr3 20987395 8 YB4;
OsjChr3 2102394 276 YB8;
OsjChr3 21026567 433 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 21075110 59 YB6;
OsjChr3 21105762 325 YB8;
OsjChr3 2111774 18 YB2;
OsjChr3 21153505 92 YB2;
OsjChr3 21187781 7 YB1;
OsjChr3 21225753 159 YB5;
OsjChr3 21240673 107 YB3;
OsjChr3 21242227 6 YB7;
OsjChr3 21246560 457 YB4;
OsjChr3 21252287 6 YB7;
OsjChr3 21273532 139 YB7;
OsjChr3 2128923 73 YB5;
OsjChr3 21334802 12 YB1;YB4;
OsjChr3 21346015 27 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 21360115 433 YB2;YB3;YB4;YB5;YB6;YB7;YB7;YB8;
OsjChr3 21441750 44 YB2;YB3;YB4;YB5;YB7;YB8;
OsjChr3 21441750 46 YB6;
OsjChr3 21477541 12 YB1;YB2;YB6;
OsjChr3 21479528 4470 YB1;
OsjChr3 21489185 11 YB4;YB6;YB7;
OsjChr3 21493957 10 YB5;
OsjChr3 21496631 5 YB6;
OsjChr3 21497699 36 YB1;
OsjChr3 21497897 15 YB4;
OsjChr3 21497954 13 YB4;YB6;
OsjChr3 21498033 11 YB6;
OsjChr3 21498915 33 YB3;YB6;
OsjChr3 21502075 9 YB2;YB6;
OsjChr3 21506761 7 YB2;
OsjChr3 21510476 18 YB1;YB2;YB3;YB4;YB5;YB8;
OsjChr3 21516830 41 YB6;
OsjChr3 21519819 25 YB2;
OsjChr3 21523337 16 YB6;
OsjChr3 21523685 9 YB1;
OsjChr3 21525428 360 YB4;
OsjChr3 21530862 121 YB1;
OsjChr3 21540337 11 YB8;
OsjChr3 21568552 8 YB8;
OsjChr3 21572876 374 YB6;
OsjChr3 21612266 31 YB4;
OsjChr3 21612310 28 YB4;
OsjChr3 21612386 10 YB4;
OsjChr3 21612407 75 YB4;
OsjChr3 21615880 15 YB5;
OsjChr3 21615883 12 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 21633582 6 YB8;
OsjChr3 2165171 188 YB3;
OsjChr3 21702958 220 YB8;
OsjChr3 21748585 133 YB5;
OsjChr3 21767226 49 YB1;YB2;YB3;YB4;YB6;YB7;YB8;
OsjChr3 21776661 9 YB2;
OsjChr3 21780312 1026 YB2;
OsjChr3 21780406 102 YB4;
OsjChr3 21795347 40 YB7;
OsjChr3 21798864 5 YB3;
OsjChr3 21845752 50 YB3;
OsjChr3 21862000 11 YB5;
OsjChr3 21866809 197 YB3;
OsjChr3 21912662 15 YB2;
OsjChr3 21928351 147 YB2;
OsjChr3 21943217 59 YB7;
OsjChr3 21949630 64 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 21950176 91 YB7;
OsjChr3 2195940 90 YB5;
OsjChr3 21960604 10 YB8;
OsjChr3 22002023 11 YB1;YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr3 22029961 61 YB1;YB3;YB5;YB6;
OsjChr3 22045959 8 YB6;
OsjChr3 22051013 64 YB2;YB4;YB5;YB7;YB8;
OsjChr3 22051013 66 YB3;
OsjChr3 22053346 4005 YB2;YB3;
OsjChr3 22056454 7 YB5;
OsjChr3 22071346 6 YB4;
OsjChr3 22099729 51 YB1;YB7;
OsjChr3 22110000 136 YB7;YB8;
OsjChr3 22121022 7 YB8;
OsjChr3 22123926 314 YB5;
OsjChr3 22135821 209 YB6;
OsjChr3 22158577 8 YB4;
OsjChr3 22183426 16 YB8;
OsjChr3 22218876 8 YB3;YB4;YB6;
OsjChr3 22218946 10 YB6;
OsjChr3 22218966 62 YB6;
OsjChr3 22219050 20 YB6;
OsjChr3 22257787 85 YB5;
OsjChr3 22271762 180 YB7;
OsjChr3 22281740 13 YB2;
OsjChr3 22281779 6 YB4;
OsjChr3 22326171 187 YB5;
OsjChr3 22365901 218 YB3;YB7;
OsjChr3 22365904 223 YB2;
OsjChr3 22378148 84 YB5;YB7;
OsjChr3 22402473 21 YB7;
OsjChr3 22402481 12 YB3;YB4;YB5;YB6;YB8;
OsjChr3 22402485 9 YB3;YB7;
OsjChr3 22422295 47 YB5;
OsjChr3 22422740 7 YB2;YB5;
OsjChr3 22437745 52 YB3;
OsjChr3 22459613 15 YB5;
OsjChr3 22464036 158 YB5;
OsjChr3 22468519 65 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 22490861 7 YB1;YB3;
OsjChr3 22491496 235 YB2;
OsjChr3 22516493 48 YB6;
OsjChr3 22516583 381 YB6;
OsjChr3 22517345 10 YB4;
OsjChr3 22529020 78 YB7;
OsjChr3 22538600 348 YB1;
OsjChr3 22538958 75 YB4;
OsjChr3 22571286 5 YB6;
OsjChr3 22573147 17 YB4;
OsjChr3 22574295 6 YB4;YB6;
OsjChr3 22633314 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 22678392 14 YB8;
OsjChr3 22678418 14 YB7;
OsjChr3 22678428 49 YB4;
OsjChr3 22683492 16 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 22687301 14 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 22711935 219 YB1;
OsjChr3 22749500 35 YB3;
OsjChr3 22759174 120 YB4;
OsjChr3 22760555 26 YB6;
OsjChr3 22760623 23 YB6;
OsjChr3 22763717 394 YB2;
OsjChr3 22778379 49 YB6;
OsjChr3 22807873 15 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 22866832 374 YB5;
OsjChr3 22868883 23 YB2;
OsjChr3 22899939 26 YB5;YB7;
OsjChr3 23019668 92 YB5;
OsjChr3 23033565 39 YB4;YB5;
OsjChr3 23033575 9 YB2;YB8;
OsjChr3 23033587 30 YB2;
OsjChr3 23036668 291 YB6;
OsjChr3 23042210 10 YB6;
OsjChr3 23044417 10 YB7;
OsjChr3 23084875 6 YB8;
OsjChr3 23122554 12 YB2;YB5;YB7;YB8;
OsjChr3 23125783 56 YB6;
OsjChr3 23126677 89 YB6;
OsjChr3 23126761 5 YB3;
OsjChr3 23128443 332 YB4;
OsjChr3 2314076 75 YB6;
OsjChr3 2314163 54 YB6;
OsjChr3 2314252 27 YB6;
OsjChr3 2314296 81 YB6;
OsjChr3 2314502 17 YB6;
OsjChr3 23209567 17 YB2;YB3;YB4;YB5;YB6;
OsjChr3 23215690 82 YB2;
OsjChr3 23288190 81 YB8;
OsjChr3 23317299 202 YB5;
OsjChr3 23342145 17 YB6;
OsjChr3 23350014 55 YB7;
OsjChr3 23350097 136 YB7;
OsjChr3 23377269 6 YB7;
OsjChr3 23454135 20 YB6;
OsjChr3 23479706 28 YB3;
OsjChr3 23480517 36 YB4;YB6;
OsjChr3 23480572 13 YB4;YB6;
OsjChr3 23481159 34 YB5;
OsjChr3 23492020 328 YB1;
OsjChr3 23565973 265 YB8;
OsjChr3 23573992 72 YB3;YB5;YB7;YB8;
OsjChr3 23590289 31 YB7;
OsjChr3 23598722 61 YB1;
OsjChr3 23650441 7 YB6;YB7;
OsjChr3 23652179 49 YB5;YB8;
OsjChr3 23652302 9 YB5;
OsjChr3 23654248 6 YB4;YB5;
OsjChr3 23695330 152 YB2;
OsjChr3 23731022 16 YB3;
OsjChr3 23772771 56 YB3;
OsjChr3 23811143 290 YB6;
OsjChr3 23816030 132 YB3;
OsjChr3 23816031 275 YB6;
OsjChr3 23832883 23 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 23833348 10 YB8;
OsjChr3 23900375 30 YB5;
OsjChr3 23901615 11 YB8;
OsjChr3 23901655 104 YB8;
OsjChr3 23901656 90 YB5;
OsjChr3 23907713 363 YB3;YB6;YB7;
OsjChr3 23910721 113 YB2;
OsjChr3 23910722 112 YB4;
OsjChr3 23953778 458 YB4;
OsjChr3 23967870 17 YB2;
OsjChr3 23970102 73 YB5;YB8;
OsjChr3 23983602 20 YB1;
OsjChr3 23993377 5 YB4;
OsjChr3 24002757 440 YB1;
OsjChr3 24054829 17 YB8;
OsjChr3 24054830 14 YB5;
OsjChr3 24055081 26 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 24065582 94 YB1;YB3;YB8;
OsjChr3 24066072 155 YB8;
OsjChr3 24086712 211 YB2;
OsjChr3 24102638 176 YB7;
OsjChr3 24104875 258 YB8;
OsjChr3 24186379 749 YB2;YB3;YB4;YB5;YB6;YB7;YB7;YB8;
OsjChr3 24189652 151 YB5;
OsjChr3 24198827 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 24201814 66 YB8;
OsjChr3 24203334 444 YB8;
OsjChr3 2421311 13 YB6;
OsjChr3 24225400 54 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 24276408 380 YB5;
OsjChr3 24279760 170 YB7;
OsjChr3 24327510 70 YB4;
OsjChr3 24339113 123 YB6;
OsjChr3 24357419 136 YB2;
OsjChr3 24383917 28 YB3;
OsjChr3 24384691 6 YB4;YB6;
OsjChr3 24384732 36 YB4;YB6;
OsjChr3 24384787 13 YB4;YB6;
OsjChr3 24390774 64 YB3;
OsjChr3 24420109 6 YB4;YB7;
OsjChr3 24442796 140 YB5;
OsjChr3 24449179 456 YB7;
OsjChr3 24464645 172 YB7;
OsjChr3 24464691 129 YB1;
OsjChr3 24468684 48 YB2;
OsjChr3 24468698 16 YB4;YB5;YB7;
OsjChr3 24487437 21 YB4;
OsjChr3 24533614 113 YB7;
OsjChr3 24540313 12 YB3;YB7;
OsjChr3 24546930 129 YB8;
OsjChr3 24553176 6 YB5;
OsjChr3 24587886 9 YB5;YB8;
OsjChr3 24608402 17 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 24668877 266 YB5;
OsjChr3 24684579 11 YB6;
OsjChr3 24684613 6 YB3;
OsjChr3 24687405 36 YB1;
OsjChr3 24721422 85 YB5;
OsjChr3 2474617 371 YB6;
OsjChr3 24764913 166 YB4;
OsjChr3 247856 14 YB6;
OsjChr3 24787843 3936 YB1;YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 24794903 231 YB2;
OsjChr3 24804285 26 YB3;YB5;
OsjChr3 24810504 14 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 2481918 366 YB7;
OsjChr3 24820054 182 YB5;
OsjChr3 24845541 55 YB3;
OsjChr3 24852120 84 YB7;
OsjChr3 24861998 51 YB3;
OsjChr3 24918136 397 YB7;
OsjChr3 24918209 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 24960674 480 YB7;
OsjChr3 24963212 7 YB5;
OsjChr3 25007150 267 YB5;
OsjChr3 25092080 173 YB7;
OsjChr3 25114636 10 YB2;YB4;YB5;
OsjChr3 25114636 12 YB7;
OsjChr3 25136901 166 YB6;YB8;
OsjChr3 25150419 246 YB8;
OsjChr3 25151507 99 YB2;
OsjChr3 25159694 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25164180 58 YB2;
OsjChr3 25164248 17 YB2;YB4;
OsjChr3 252026 239 YB2;
OsjChr3 25210337 17 YB4;YB6;
OsjChr3 25220140 323 YB6;
OsjChr3 25224544 24 YB4;YB8;
OsjChr3 25224564 178 YB5;
OsjChr3 25224590 190 YB4;YB7;
OsjChr3 25238489 24 YB2;YB3;YB4;YB5;YB6;YB7;YB8;YB8;
OsjChr3 25254985 70 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25255123 59 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 2525525 99 YB3;YB6;
OsjChr3 25255271 18 YB2;YB3;YB4;YB4;YB5;YB6;YB7;YB8;
OsjChr3 2525670 51 YB5;YB6;
OsjChr3 25258844 9 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr3 25261179 83 YB5;
OsjChr3 25262225 8 YB3;YB5;YB7;
OsjChr3 25263279 5 YB3;YB4;YB5;YB6;YB7;
OsjChr3 25272809 7 YB2;YB3;YB8;
OsjChr3 25272893 8 YB2;YB3;
OsjChr3 25283895 18 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25286511 8 YB3;YB4;
OsjChr3 25292702 6 YB6;
OsjChr3 25295360 5 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr3 25321569 13 YB3;YB5;YB6;YB7;YB8;
OsjChr3 25321602 36 YB3;YB5;YB6;YB7;YB8;
OsjChr3 25324725 15 YB3;YB8;
OsjChr3 25328726 246 YB7;
OsjChr3 25329311 6 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr3 25333008 22 YB6;YB7;
OsjChr3 25358954 131 YB6;
OsjChr3 25364730 279 YB4;
OsjChr3 25374021 5 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr3 25383042 22 YB2;YB4;YB6;YB7;YB8;
OsjChr3 25394978 48 YB2;
OsjChr3 25395594 18 YB6;
OsjChr3 25401958 336 YB6;
OsjChr3 25453681 191 YB4;YB6;YB7;
OsjChr3 25469018 9 YB2;YB5;YB6;YB7;
OsjChr3 254740 7 YB8;
OsjChr3 25477384 36 YB6;YB8;
OsjChr3 25493176 24 YB6;YB8;
OsjChr3 25500940 23 YB2;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25510533 9 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25541749 1131 YB2;
OsjChr3 25551861 11 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25552166 19 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25567776 10 YB3;YB4;YB5;YB6;YB8;
OsjChr3 25583762 346 YB2;
OsjChr3 25596950 41 YB6;
OsjChr3 25598580 367 YB5;YB6;
OsjChr3 25603865 121 YB4;
OsjChr3 25610964 101 YB3;
OsjChr3 25614050 22 YB7;
OsjChr3 25619616 8 YB2;YB4;YB5;YB7;YB8;
OsjChr3 25639652 466 YB8;
OsjChr3 25641657 323 YB7;
OsjChr3 25641975 20 YB5;YB6;YB7;
OsjChr3 25662375 16 YB5;
OsjChr3 25690092 200 YB6;
OsjChr3 25690114 199 YB3;
OsjChr3 25690141 18 YB5;YB8;
OsjChr3 25690226 8 YB5;YB8;
OsjChr3 25690276 15 YB5;YB8;
OsjChr3 2570120 403 YB2;
OsjChr3 2570564 24 YB3;
OsjChr3 25709237 6 YB5;
OsjChr3 25717509 7 YB2;
OsjChr3 25743919 166 YB4;
OsjChr3 25745503 60 YB4;
OsjChr3 25748262 118 YB2;
OsjChr3 2575871 609 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25777852 5 YB3;YB5;
OsjChr3 25781967 23 YB6;
OsjChr3 25782228 7 YB6;
OsjChr3 25783122 230 YB1;YB6;
OsjChr3 25794110 227 YB3;YB5;
OsjChr3 2579498 106 YB1;
OsjChr3 25801191 418 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25809833 10 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25821409 9 YB3;
OsjChr3 25823996 22 YB5;
OsjChr3 25824041 8 YB5;
OsjChr3 25824042 9 YB7;
OsjChr3 25828704 6 YB7;
OsjChr3 25832480 10 YB3;YB4;YB5;YB6;YB8;
OsjChr3 25836054 12 YB5;
OsjChr3 25836054 30 YB7;
OsjChr3 25836078 5 YB5;
OsjChr3 25836104 24 YB7;
OsjChr3 25836130 81 YB5;
OsjChr3 25836156 86 YB7;
OsjChr3 25836200 36 YB5;
OsjChr3 25836243 5 YB5;
OsjChr3 25836246 6 YB6;YB8;
OsjChr3 25836856 10 YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25841972 41 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25843993 25 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25848298 245 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25849117 37 YB8;
OsjChr3 25849998 40 YB5;
OsjChr3 25881663 6 YB3;YB6;YB8;
OsjChr3 25884590 433 YB5;
OsjChr3 25893978 106 YB2;
OsjChr3 25897192 14 YB2;YB3;YB5;YB6;YB8;
OsjChr3 25897772 11 YB2;YB3;YB4;YB5;YB6;YB8;
OsjChr3 25899639 5 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25900723 244 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25903050 5 YB2;YB3;YB4;YB6;YB7;YB8;
OsjChr3 25906886 42 YB2;YB3;YB4;YB5;YB6;YB7;
OsjChr3 25907947 8 YB2;YB3;YB5;YB6;YB7;
OsjChr3 25911113 7 YB3;
OsjChr3 25911181 11 YB3;
OsjChr3 25915099 11 YB2;YB5;
OsjChr3 25923164 11 YB4;
OsjChr3 25937484 16 YB2;YB3;YB5;YB6;YB8;
OsjChr3 25940828 450 YB4;
OsjChr3 25944016 285 YB4;
OsjChr3 25947824 421 YB3;
OsjChr3 25959712 8 YB2;YB3;YB4;YB5;YB6;YB7;YB8;
OsjChr3 25972507 10 YB3;YB5;YB6;YB7;YB8;
OsjChr3 25974241 13 YB6;YB8;
OsjChr3 25974691 7 YB6;
OsjChr3 25998804 64 YB3;
OsjChr3 26016516 5 YB1;YB2;YB4;
OsjChr3 2602673 254 YB6;
OsjChr3 26041251 11 YB8;
OsjChr3 26041289 22 YB7;
OsjChr3 26041289 44 YB6;
